locker|-13.0704|4.560819|24.76041|0.5416315|0.4545243|0.4545164|-0.5417175
locker|-14.85041|4.560819|25.07041|0.5416315|0.4545244|0.4545163|-0.5417175
chair|-38.45198|2.011749|-26.66779|-0.5000002|0.5000003|0.5000002|0.4999996
desk|-34.83535|2.253153|-24.96277|1.788139E-07|0.7071066|0.707107|5.960464E-07
chair|-38.45198|2.011749|-22.86779|-0.5|0.5000001|0.5|0.5
chair|-38.45198|2.011749|-14.96779|-0.5000004|0.5|0.4999999|0.4999999
desk|-34.83535|2.253151|-17.06277|1.490116E-07|0.7071068|0.7071068|-5.960464E-08
chair|-38.45198|2.011749|-18.7678|-0.5000005|0.5|0.4999999|0.4999999
chair|-38.45198|2.011749|-6.96779|-0.5000004|0.5000001|0.4999999|0.4999999
desk|-34.83535|2.253149|-9.062772|1.788139E-07|0.7071068|0.7071068|-8.940697E-08
chair|-38.45198|2.011749|-10.76779|-0.5|0.4999998|0.5000004|0.5000001
chair|-38.45198|2.011749|1.332206|-0.5000002|0.5000002|0.5|0.4999998
desk|-34.83531|2.25313|-0.7626276|7.480383E-06|0.7070854|0.7071283|6.79493E-06
chair|-38.45198|2.011749|-2.467797|-0.5000003|0.5000001|0.4999997|0.5000001
chair|-27.44802|2.011749|0.9278059|-0.5000001|-0.5000001|-0.5000001|0.5000001
desk|-31.06464|2.253147|-0.7772264|-0.7071068|0|5.960464E-08|0.7071068
chair|-27.44802|2.011747|-2.872205|-0.5000002|-0.4999997|-0.5000004|0.4999998
chair|-27.44802|2.011749|-7.372201|-0.5000001|-0.5000003|-0.4999999|0.5000001
desk|-31.06464|2.253147|-9.077226|-0.7071068|8.940697E-08|-5.960464E-08|0.7071069
chair|-27.44802|2.011749|-11.17221|-0.5000002|-0.5000003|-0.4999998|0.5000001
chair|-27.44802|2.011749|-15.37219|-0.5000002|-0.4999999|-0.5000004|0.4999997
desk|-31.06464|2.253147|-17.07722|-0.7071067|4.172325E-07|-3.278255E-07|0.7071069
chair|-27.44802|2.011749|-19.1722|-0.4999999|-0.5000002|-0.5000001|0.5000001
chair|-27.44802|2.011749|-27.0722|-0.4999999|-0.4999999|-0.5000003|0.5000001
desk|-31.06464|2.253147|-24.97723|-0.7071067|-1.490116E-07|1.490116E-07|0.7071069
chair|-27.44802|2.011749|-23.2722|-0.5000001|-0.5000003|-0.4999998|0.5000001
chair|-21.45197|2.011751|-26.66779|-0.4999999|0.5000008|0.4999994|0.5000003
desk|-17.83535|2.253153|-24.96277|5.960464E-08|0.7071068|0.7071068|8.940697E-08
chair|-21.45197|2.011747|-22.86779|-0.4999999|0.5000002|0.4999999|0.5000002
chair|-21.45197|2.011749|-14.96779|-0.5000001|0.5|0.5000002|0.5
desk|-17.83535|2.253151|-17.06277|0|0.7071068|0.7071069|0
chair|-21.45197|2.011749|-18.7678|-0.4999999|0.5000001|0.5000001|0.5000002
chair|-21.45197|2.011749|-6.967793|-0.4999999|0.5000007|0.4999995|0.5000001
desk|-17.83535|2.253149|-9.062772|1.788139E-07|0.7071068|0.7071068|-5.960464E-08
chair|-21.45197|2.011749|-10.7678|-0.4999999|0.5000002|0.4999999|0.5000001
chair|-21.45197|2.011749|1.33221|-0.4999999|0.5000002|0.4999999|0.5000002
desk|-17.83553|2.253147|-0.7629595|1.299381E-05|0.7071068|0.7071068|-1.299381E-05
chair|-21.45197|2.011749|-2.467797|-0.5|0.5000001|0.5|0.5000001
chair|-10.48058|2.012154|0.9534864|-0.4938047|-0.5061733|-0.5063524|0.4935108
desk|-14.08832|2.261549|-0.7703104|-0.7055155|-0.004076362|-0.0004580319|0.7086827
chair|-10.44834|2.011694|-2.872457|-0.4999502|-0.5000896|-0.499934|0.5000265
chair|-10.44802|2.011749|-7.372193|-0.5000002|-0.4999997|-0.5000003|0.5
desk|-14.06464|2.253147|-9.077226|-0.7071068|0|0|0.7071068
chair|-10.44802|2.011749|-11.1722|-0.4999999|-0.5000002|-0.5|0.5000002
chair|-10.44802|2.011747|-15.37219|-0.5000001|-0.5|-0.5|0.5000001
desk|-14.06464|2.253147|-17.07722|-0.7071068|0|0|0.7071068
chair|-10.44802|2.011749|-19.1722|-0.5000001|-0.5000002|-0.4999999|0.5000001
chair|-10.44801|2.011749|-27.07221|-0.5000008|-0.5000001|-0.5000001|0.4999994
desk|-14.06464|2.253147|-24.97723|-0.7071068|-8.940697E-08|0|0.7071069
chair|-10.44801|2.011747|-23.2722|-0.4999999|-0.5000002|-0.4999999|0.5000002
chair|7.191985|2.011749|-23.2322|-0.5000001|-0.5|-0.5000001|0.5000001
desk|3.57536|2.253147|-24.93723|-0.7071067|0|8.940697E-08|0.7071069
chair|7.191985|2.011747|-27.03221|-0.5000003|-0.4999999|-0.5000002|0.4999999
chair|7.191981|2.011749|-19.1322|-0.5000001|-0.5000004|-0.4999998|0.4999999
desk|3.57536|2.253147|-17.03722|-0.7071068|-5.960464E-08|0|0.7071068
chair|7.191978|2.011749|-15.33219|-0.5000001|-0.4999998|-0.5000002|0.5000002
chair|7.191981|2.011749|-11.1322|-0.5000001|-0.5000001|-0.5000001|0.5000001
desk|3.57536|2.253147|-9.037225|-0.7071068|0|0|0.7071068
chair|7.191981|2.011749|-7.332192|-0.5000001|-0.5000004|-0.4999998|0.5
chair|7.202697|2.011749|-2.845181|-0.4976361|-0.5023529|-0.5023526|0.4976363
desk|3.582395|2.255068|-0.7469606|-0.7066959|-0.001372486|-0.002190351|0.7075129
chair|7.193904|2.011747|0.9687147|-0.4999153|-0.5000892|-0.5000809|0.4999149
chair|-3.855039|2.011812|-2.47469|-0.5000938|0.4999126|0.4998493|0.5001444
desk|-0.2359896|2.253222|-0.7625132|-3.659725E-05|0.7071046|0.707109|-4.243851E-05
chair|-3.852374|2.011763|1.332145|-0.4999689|0.5000092|0.500034|0.4999882
chair|-3.851974|2.011749|-10.7678|-0.5000001|0.5000001|0.5|0.5
desk|-0.2353525|2.253149|-9.062772|0|0.7071067|0.7071069|-1.192093E-07
chair|-3.851974|2.011749|-6.96779|-0.4999998|0.5|0.5000001|0.5000004
chair|-3.851959|2.011749|-18.76781|-0.5000002|0.5000001|0.5000001|0.4999999
desk|-0.2353401|2.253151|-17.0628|0|0.7071068|0.7071068|0
chair|-3.851959|2.011749|-14.96782|-0.5000004|0.5000001|0.4999999|0.4999999
chair|-3.85196|2.011747|-22.86781|-0.5000004|0.4999999|0.5000002|0.4999998
desk|-0.2353411|2.253153|-24.96279|-5.960464E-08|0.7071068|0.7071068|5.960464E-08
chair|-3.851958|2.011749|-26.66781|-0.5000002|0.5000001|0.5000001|0.4999999
chair|32.74573|2.011747|8.572129|-0.5376885|0.4592289|0.4592293|0.537688
desk|36.05111|2.253145|10.82192|-0.05547896|0.7049271|0.704927|0.05547911
chair|32.15129|2.011749|12.32534|-0.5376879|0.45923|0.4592281|0.5376887
chair|33.37128|2.011747|4.635341|-0.5376879|0.4592291|0.4592291|0.5376886
desk|37.27111|2.253147|3.131915|-0.05547914|0.704927|0.704927|0.05547914
chair|33.96573|2.011747|0.8821287|-0.537688|0.459229|0.4592292|0.5376885
chair|34.57128|2.011747|-2.90466|-0.5376885|0.4592293|0.4592293|0.5376878
desk|38.47111|2.253147|-4.408086|-0.05547911|0.704927|0.704927|0.05547905
chair|35.16573|2.011747|-6.657872|-0.5376884|0.459229|0.4592294|0.537688
chair|36.33574|2.011747|-14.04787|-0.5376884|0.4592293|0.459229|0.5376881
desk|39.64111|2.253149|-11.79809|-0.05547899|0.704927|0.7049271|0.05547908
chair|35.74128|2.011747|-10.29466|-0.537688|0.459229|0.459229|0.5376888
